image_name,angular_z,linear_x
image_2024-04-08_15:57:28_008752.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_073497.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_138777.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_209073.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_274436.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_338453.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_408633.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_475219.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_536982.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_606561.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_675246.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_737964.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_808467.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_875224.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:28_938975.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_008898.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_073221.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_141249.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_205290.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_273500.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_338629.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_407915.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_471539.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_540169.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_607975.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_672854.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_737882.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_808282.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_872765.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:29_937843.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_007373.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_074531.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_140347.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_208903.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_277008.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_338863.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_409703.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_473309.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_539393.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_609385.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_672564.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_742978.jpeg,0.0,0.2657205000000001
image_2024-04-08_15:57:30_810214.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:30_876362.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:30_939336.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_007470.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_075896.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_142268.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_209538.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_274333.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_343244.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_409196.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_475345.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_542660.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_610713.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_673997.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_744969.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_812248.jpeg,-1.0,0.2657205000000001
image_2024-04-08_15:57:31_876829.jpeg,-1.0,0.2657205000000001
